"","date","time","year","month","doy","dow","death","cvd","resp","temp","dptp","rhum","pm10","o3"
"2465",1993-09-30,2465,1993,9,273,"Thursday",119,54,8,8.05555555555556,39.75,53,39.6383041586,13.06112564
"2466",1993-10-01,2466,1993,10,274,"Friday",116,42,14,13.6111111111111,36.875,51,31.691140757,17.469046156
"2467",1993-10-02,2467,1993,10,275,"Saturday",141,61,9,7.22222222222222,25.125,52.25,25.254416292,14.176599612
"2468",1993-10-03,2468,1993,10,276,"Sunday",132,58,15,11.1111111111111,47,56.625,27.76401188,21.2698064591
"2469",1993-10-04,2469,1993,10,277,"Monday",118,44,11,10.2777777777778,40.5,81.375,25.17508922,16.217340624
"2470",1993-10-05,2470,1993,10,278,"Tuesday",125,51,10,9.44444444444444,40.375,62,51.668739977,9.108282049
"2471",1993-10-06,2471,1993,10,279,"Wednesday",128,59,9,16.1111111111111,56.125,57.25,39.7290340947,20.5546482991
"2472",1993-10-07,2472,1993,10,280,"Thursday",142,56,17,21.1111111111111,56.5,63.625,86.023706568,27.0202592169
"2473",1993-10-08,2473,1993,10,281,"Friday",107,50,13,16.9444444444444,51.75,85.25,77.101266918,25.719386133
"2474",1993-10-09,2474,1993,10,282,"Saturday",116,53,8,4.72222222222222,27.5,67.875,2.10961101,21.9562876562
"2475",1993-10-10,2475,1993,10,283,"Sunday",112,59,8,5.27777777777778,32.25,65.875,18.861442861,11.649509776
"2476",1993-10-11,2476,1993,10,284,"Monday",112,50,8,6.94444444444444,37.625,62.375,77.584041929,12.972531482
"2477",1993-10-12,2477,1993,10,285,"Tuesday",116,47,10,8.05555555555556,35.875,75.875,18.59280009,13.130651481
"2478",1993-10-13,2478,1993,10,286,"Wednesday",129,61,12,4.72222222222222,33.25,66.5,36.1196463934,13.257298847
"2479",1993-10-14,2479,1993,10,287,"Thursday",133,51,14,10.2777777777778,42.75,59,64.146237887,7.928690816
"2480",1993-10-15,2480,1993,10,288,"Friday",127,59,11,16.1111111111111,55,70.625,52.607562791,16.49794633
"2481",1993-10-16,2481,1993,10,289,"Saturday",113,48,9,14.4444444444444,55,99.625,30.483947364,11.687137457
"2482",1993-10-17,2482,1993,10,290,"Sunday",121,54,10,11.3888888888889,45.375,87.25,10.127436351,18.671521868
"2483",1993-10-18,2483,1993,10,291,"Monday",108,46,9,9.72222222222222,48,80.5,65.034115843,9.59125954
"2484",1993-10-19,2484,1993,10,292,"Tuesday",119,53,9,13.0555555555556,50.5,94,31.471290728,9.274352319
"2485",1993-10-20,2485,1993,10,293,"Wednesday",105,50,12,12.7777777777778,53.5,97.375,33.526429108,2.347266388
"2486",1993-10-21,2486,1993,10,294,"Thursday",128,56,6,8.05555555555556,27.375,50.5,21.574408764,13.68859146
"2487",1993-10-22,2487,1993,10,295,"Friday",105,44,6,7.5,32.625,62.875,41.2781042372,7.98089437
"2488",1993-10-23,2488,1993,10,296,"Saturday",125,51,13,11.6666666666667,42.875,54.5,39.4940624227,16.130934495
"2489",1993-10-24,2489,1993,10,297,"Sunday",104,47,6,14.7222222222222,40.375,55.75,26.643787546,17.393553715
"2490",1993-10-25,2490,1993,10,298,"Monday",120,59,8,13.8888888888889,39.875,52.25,75.557187419,11.921394394
"2491",1993-10-26,2491,1993,10,299,"Tuesday",132,55,12,12.2222222222222,40,68.75,49.765881035,9.314472937
"2492",1993-10-27,2492,1993,10,300,"Wednesday",107,41,10,4.72222222222222,29.125,70.125,31.390305587,9.488655483
"2493",1993-10-28,2493,1993,10,301,"Thursday",121,46,7,7.77777777777778,33,57.25,44.942276681,10.552800591
"2494",1993-10-29,2494,1993,10,302,"Friday",120,53,11,1.66666666666667,20.75,54.875,34.518790483,13.052017672
"2495",1993-10-30,2495,1993,10,303,"Saturday",111,54,7,1.38888888888889,28.5,79.75,16.102227016,13.35656703
"2496",1993-10-31,2496,1993,10,304,"Sunday",133,54,10,0.833333333333333,21.875,55.75,11.656963515,13.486709392
"2497",1993-11-01,2497,1993,11,305,"Monday",119,44,9,1.94444444444444,23.125,55.5,43.1105038893,10.287509325
"2498",1993-11-02,2498,1993,11,306,"Tuesday",135,64,8,5.27777777777778,38.75,86,46.566773239,7.462748117
"2499",1993-11-03,2499,1993,11,307,"Wednesday",108,42,11,7.22222222222222,37.125,57,36.2434905985,8.871295999
"2500",1993-11-04,2500,1993,11,308,"Thursday",107,36,7,10.8333333333333,46.875,74.875,30.927918749,10.995467263
"2501",1993-11-05,2501,1993,11,309,"Friday",120,52,3,3.88888888888889,31.625,90.625,20.08798067,8.053741144
"2502",1993-11-06,2502,1993,11,310,"Saturday",128,49,5,-2.77777777777778,16.75,67.125,12.504959538,16.171491402
"2503",1993-11-07,2503,1993,11,311,"Sunday",104,43,11,-1.94444444444444,22.5,60.5,31.464502338,13.839109813
"2504",1993-11-08,2504,1993,11,312,"Monday",115,57,7,3.61111111111111,28.625,61.5,60.520926486,8.112441508
"2505",1993-11-09,2505,1993,11,313,"Tuesday",112,35,11,3.88888888888889,33,78.25,48.432499622,7.815859721
"2506",1993-11-10,2506,1993,11,314,"Wednesday",102,49,6,4.44444444444444,32,80.375,51.447010078,8.239795241
"2507",1993-11-11,2507,1993,11,315,"Thursday",120,56,10,7.77777777777778,35,69.625,62.009548778,13.177385003
"2508",1993-11-12,2508,1993,11,316,"Friday",116,42,6,5,43.375,83.625,46.579370005,14.457872979
"2509",1993-11-13,2509,1993,11,317,"Saturday",128,55,15,12.5,42.625,80.875,16.719631797,16.607362389
"2510",1993-11-14,2510,1993,11,318,"Sunday",118,56,7,6.94444444444444,42.75,95.625,6.867220393,11.599774389
"2511",1993-11-15,2511,1993,11,319,"Monday",104,37,13,5,34.875,78.75,17.146314072,8.791825804
"2512",1993-11-16,2512,1993,11,320,"Tuesday",102,34,8,4.72222222222222,37.375,83.25,33.314260953,9.462303277
"2513",1993-11-17,2513,1993,11,321,"Wednesday",119,53,13,3.05555555555556,33.125,88.625,19.606232089,12.142068824
"2514",1993-11-18,2514,1993,11,322,"Thursday",119,48,11,3.05555555555556,39.625,88,38.6761503162,8.673658394
"2515",1993-11-19,2515,1993,11,323,"Friday",113,50,5,3.88888888888889,16.5,46,26.807750546,12.407827596
"2516",1993-11-20,2516,1993,11,324,"Saturday",109,42,13,-0.277777777777778,27.25,63.875,16.696774408,12.818821617
"2517",1993-11-21,2517,1993,11,325,"Sunday",111,51,6,6.38888888888889,32.25,59.875,17.228469061,15.105030631
"2518",1993-11-22,2518,1993,11,326,"Monday",111,47,10,7.5,36.875,79.875,44.0419318247,7.159696035
"2519",1993-11-23,2519,1993,11,327,"Tuesday",121,49,6,8.05555555555556,36.25,60.125,22.508073253,7.619220104
"2520",1993-11-24,2520,1993,11,328,"Wednesday",126,68,7,5.83333333333333,37.375,89.25,44.042013474,10.415616835
"2521",1993-11-25,2521,1993,11,329,"Thursday",107,50,12,4.16666666666667,40.375,98,15.478319638,14.501774546
"2522",1993-11-26,2522,1993,11,330,"Friday",121,45,13,-0.277777777777778,16.875,81.625,11.189120878,10.577901977
"2523",1993-11-27,2523,1993,11,331,"Saturday",129,55,10,-3.61111111111111,24,73.5,19.875983264,12.201178461
"2524",1993-11-28,2524,1993,11,332,"Sunday",103,40,9,-0.555555555555556,20.875,75.5,20.749184295,14.499946835
"2525",1993-11-29,2525,1993,11,333,"Monday",115,52,16,-2.77777777777778,19.375,74.625,30.699671268,10.706420662
"2526",1993-11-30,2526,1993,11,334,"Tuesday",107,49,8,-1.38888888888889,23.875,77.5,35.8396888688,8.704139073
"2527",1993-12-01,2527,1993,12,335,"Wednesday",143,59,10,2.5,30.625,60.875,30.801936028,7.114266801
"2528",1993-12-02,2528,1993,12,336,"Thursday",109,44,8,5.27777777777778,33.75,83.625,29.844569585,12.095391752
"2529",1993-12-03,2529,1993,12,337,"Friday",122,48,10,2.22222222222222,38.875,94,42.2492645255,7.17625528
"2530",1993-12-04,2530,1993,12,338,"Saturday",143,49,19,3.88888888888889,34.25,81.375,15.230329748,10.555674318
"2531",1993-12-05,2531,1993,12,339,"Sunday",137,57,11,2.77777777777778,34.875,84.625,19.060806469,8.404802028
"2532",1993-12-06,2532,1993,12,340,"Monday",122,47,12,1.38888888888889,24.375,72.875,17.035672784,8.292547268
"2533",1993-12-07,2533,1993,12,341,"Tuesday",134,57,14,-0.833333333333333,26.5,69.375,27.64150083,6.584448163
"2534",1993-12-08,2534,1993,12,342,"Wednesday",123,52,8,1.11111111111111,29.125,87.5,33.207316103,5.725349494
"2535",1993-12-09,2535,1993,12,343,"Thursday",132,53,12,5.55555555555556,45.5,87.625,34.113642828,6.829596107
"2536",1993-12-10,2536,1993,12,344,"Friday",108,42,7,3.05555555555556,18.625,58.5,30.210009501,11.579615265
"2537",1993-12-11,2537,1993,12,345,"Saturday",124,60,6,-3.61111111111111,18.25,74,13.171003774,13.896254182
"2538",1993-12-12,2538,1993,12,346,"Sunday",121,54,10,-0.833333333333333,22,54.625,10.452709779,9.572140007
"2539",1993-12-13,2539,1993,12,347,"Monday",131,51,19,5,25.5,50.875,20.107234453,7.299459248
"2540",1993-12-14,2540,1993,12,348,"Tuesday",114,49,7,5,32.375,73.5,19.073329032,7.347123445
"2541",1993-12-15,2541,1993,12,349,"Wednesday",120,51,9,5.83333333333333,35,76,6.499016713,18.846807021
"2542",1993-12-16,2542,1993,12,350,"Thursday",112,47,7,2.5,32,81,13.293809758,14.549047634
"2543",1993-12-17,2543,1993,12,351,"Friday",106,38,8,3.61111111111111,38.5,92.375,11.14191233,5.92864637
"2544",1993-12-18,2544,1993,12,352,"Saturday",133,64,11,3.33333333333333,29.75,79,11.598613328,7.68427702
"2545",1993-12-19,2545,1993,12,353,"Sunday",119,49,9,1.66666666666667,31.375,86.125,9.64060458,8.415154344
"2546",1993-12-20,2546,1993,12,354,"Monday",130,58,13,0.277777777777778,23.75,76,16.543382359,8.738655132
"2547",1993-12-21,2547,1993,12,355,"Tuesday",104,52,4,-2.77777777777778,21.5,83.25,18.462732666,7.913369328
"2548",1993-12-22,2548,1993,12,356,"Wednesday",136,60,8,-4.16666666666667,16.125,72,20.028891566,7.31774203
"2549",1993-12-23,2549,1993,12,357,"Thursday",103,46,13,-5.83333333333333,13.125,78.25,26.564874771,10.632267384
"2550",1993-12-24,2550,1993,12,358,"Friday",118,50,8,-9.44444444444444,7.75,76.25,17.62847012,11.491213325
"2551",1993-12-25,2551,1993,12,359,"Saturday",139,52,7,-11.3888888888889,-5.125,52,16.470313131,19.92354059
"2552",1993-12-26,2552,1993,12,360,"Sunday",123,58,7,-12.7777777777778,-5.75,47.5,37.5268054196,16.068983761
"2553",1993-12-27,2553,1993,12,361,"Monday",150,73,14,-10.2777777777778,-1.375,54.375,42.4502507861,11.474622948
"2554",1993-12-28,2554,1993,12,362,"Tuesday",125,49,11,-10.2777777777778,10.375,75.75,40.9782810556,8.91288771
"2555",1993-12-29,2555,1993,12,363,"Wednesday",139,70,9,-8.61111111111111,-2.375,49.625,53.970652454,14.35412285
"2556",1993-12-30,2556,1993,12,364,"Thursday",148,60,11,-10,15.875,81.5,38.994693958,10.874146797
"2557",1993-12-31,2557,1993,12,365,"Friday",101,49,2,0,27.875,77.5,14.542817235,8.013752508
"2558",1994-01-01,2558,1994,1,1,"Saturday",142,65,10,1.66666666666667,26.875,80.625,8.61081615,14.669104903
"2559",1994-01-02,2559,1994,1,2,"Sunday",136,72,14,-1.11111111111111,22.5,72.5,13.514065574,21.9389055409
"2560",1994-01-03,2560,1994,1,3,"Monday",124,60,12,-1.38888888888889,24.875,82,6.673867369,15.426289729
"2561",1994-01-04,2561,1994,1,4,"Tuesday",136,63,15,-3.33333333333333,18.25,76,28.714071173,17.002032805
"2562",1994-01-05,2562,1994,1,5,"Wednesday",146,61,18,-7.5,20.5,87.375,20.767547908,12.513762504
"2563",1994-01-06,2563,1994,1,6,"Thursday",139,60,14,-1.38888888888889,25.375,87,18.312690771,8.851480475
"2564",1994-01-07,2564,1994,1,7,"Friday",125,47,15,-11.1111111111111,-8.625,71.5,19.323335215,10.093529029
"2565",1994-01-08,2565,1994,1,8,"Saturday",168,91,14,-17.2222222222222,-2.75,78.625,23.740159721,11.516890367
"2566",1994-01-09,2566,1994,1,9,"Sunday",128,49,12,-13.3333333333333,8.75,71.125,30.899685222,8.526834637
"2567",1994-01-10,2567,1994,1,10,"Monday",139,64,7,-3.33333333333333,30.125,92.625,22.31410161,7.357275946
"2568",1994-01-11,2568,1994,1,11,"Tuesday",138,64,11,-1.94444444444444,19.25,76.75,23.321935189,15.038586444
"2569",1994-01-12,2569,1994,1,12,"Wednesday",125,59,9,-3.61111111111111,25.625,89,28.801157864,9.623261022
"2570",1994-01-13,2570,1994,1,13,"Thursday",114,52,7,-10.2777777777778,2.5,70.625,38.2566582359,10.611705825
"2571",1994-01-14,2571,1994,1,14,"Friday",137,50,14,-20,-17.875,56.5,33.438478917,18.445896667
"2572",1994-01-15,2572,1994,1,15,"Saturday",135,62,15,-23.6111111111111,-23.125,57.125,26.803876735,18.107237313
"2573",1994-01-16,2573,1994,1,16,"Sunday",153,69,14,-19.7222222222222,3.25,82.5,21.783730129,8.7704384
"2574",1994-01-17,2574,1994,1,17,"Monday",143,61,19,-18.0555555555556,-16.25,61,29.904063246,15.266239689
"2575",1994-01-18,2575,1994,1,18,"Tuesday",140,65,7,-26.6666666666667,-25.625,57,17.935621986,19.910033591
"2576",1994-01-19,2576,1994,1,19,"Wednesday",144,65,15,-22.2222222222222,-2.375,79.5,19.845502555,9.884000106
"2577",1994-01-20,2577,1994,1,20,"Thursday",121,52,14,-16.3888888888889,-4.625,73.375,40.2258987825,7.641024905
"2578",1994-01-21,2578,1994,1,21,"Friday",154,72,8,-13.3333333333333,14,75.25,33.293462478,9.089716988
"2579",1994-01-22,2579,1994,1,22,"Saturday",145,55,15,-4.16666666666667,23.75,80.5,38.9287674836,8.538891684
"2580",1994-01-23,2580,1994,1,23,"Sunday",129,50,18,2.22222222222222,33,90.875,18.343826475,11.100713116
"2581",1994-01-24,2581,1994,1,24,"Monday",133,53,16,1.11111111111111,29.5,87.25,23.835716735,11.142197983
"2582",1994-01-25,2582,1994,1,25,"Tuesday",134,58,10,-0.555555555555556,27.125,90.125,15.34335697,14.707451852
"2583",1994-01-26,2583,1994,1,26,"Wednesday",117,52,12,-4.72222222222222,17.375,76.25,13.649233622,23.8324101008
"2584",1994-01-27,2584,1994,1,27,"Thursday",131,55,8,-3.05555555555556,32.375,99,20.52622958,6.984751769
"2585",1994-01-28,2585,1994,1,28,"Friday",145,61,10,-1.66666666666667,21.625,84.125,22.904562673,7.529787307
"2586",1994-01-29,2586,1994,1,29,"Saturday",134,48,18,-5,19.25,87.5,11.850428647,11.778109993
"2587",1994-01-30,2587,1994,1,30,"Sunday",110,43,7,-8.88888888888889,11.625,82,1.981921338,24.0185807188
"2588",1994-01-31,2588,1994,1,31,"Monday",117,59,8,-15.8333333333333,-7.5,70.875,27.353382874,12.41672144
"2589",1994-02-01,2589,1994,2,32,"Tuesday",113,45,14,-16.9444444444444,3,78.625,32.427763713,9.954442211
"2590",1994-02-02,2590,1994,2,33,"Wednesday",125,55,8,-8.33333333333333,13.875,80.625,28.736391421,14.462356768
"2591",1994-02-03,2591,1994,2,34,"Thursday",115,49,6,-12.5,8.125,74.75,30.792779635,16.444343096
"2592",1994-02-04,2592,1994,2,35,"Friday",133,59,15,-9.16666666666667,2.25,60.375,30.351536452,16.424750281
"2593",1994-02-05,2593,1994,2,36,"Saturday",135,59,9,-6.94444444444444,7.25,62.125,20.90242743,15.000441501
"2594",1994-02-06,2594,1994,2,37,"Sunday",138,72,15,-5,8,59.25,20.90895764,19.146207076
"2595",1994-02-07,2595,1994,2,38,"Monday",125,56,9,-11.3888888888889,6.375,82.5,20.769065591,20.969352636
"2596",1994-02-08,2596,1994,2,39,"Tuesday",146,81,10,-9.16666666666667,11.875,85.5,13.446506379,23.9589081314
"2597",1994-02-09,2597,1994,2,40,"Wednesday",150,66,11,-14.1666666666667,-3.5,67.875,26.020869906,15.708927858
"2598",1994-02-10,2598,1994,2,41,"Thursday",128,54,11,-14.4444444444444,5,67,25.846011539,16.580654361
"2599",1994-02-11,2599,1994,2,42,"Friday",162,70,13,-10.8333333333333,15.5,74,26.01805549,15.02018003
"2600",1994-02-12,2600,1994,2,43,"Saturday",117,52,10,-6.11111111111111,21.25,90.5,32.52926183,9.169114491
"2601",1994-02-13,2601,1994,2,44,"Sunday",154,69,11,-6.38888888888889,13.375,76,32.187899487,18.728437964
"2602",1994-02-14,2602,1994,2,45,"Monday",106,45,4,-1.38888888888889,30.125,64.875,92.322028506,13.207223694
"2603",1994-02-15,2603,1994,2,46,"Tuesday",141,71,11,0.833333333333333,24.75,73.875,24.648483663,17.161324885
"2604",1994-02-16,2604,1994,2,47,"Wednesday",126,50,11,-1.66666666666667,29.375,71,36.1199735019,12.201613458
"2605",1994-02-17,2605,1994,2,48,"Thursday",109,47,12,5.83333333333333,36.625,72.25,39.3759996687,11.27851189
"2606",1994-02-18,2606,1994,2,49,"Friday",131,48,19,8.33333333333333,41.625,65.125,45.800140535,19.117778217
"2607",1994-02-19,2607,1994,2,50,"Saturday",142,56,11,13.0555555555556,53.375,91.875,25.346158844,21.3828901009
"2608",1994-02-20,2608,1994,2,51,"Sunday",119,43,15,7.77777777777778,33,83.375,17.738918805,19.662283152
"2609",1994-02-21,2609,1994,2,52,"Monday",132,60,13,0.555555555555556,24.875,78,17.684559984,21.2195179766
"2610",1994-02-22,2610,1994,2,53,"Tuesday",101,45,14,-2.77777777777778,22.625,85.75,8.958410778,24.6004770802
"2611",1994-02-23,2611,1994,2,54,"Wednesday",143,74,10,-5.27777777777778,17.75,82.75,-0.846445357,18.853259757
"2612",1994-02-24,2612,1994,2,55,"Thursday",111,50,9,-9.16666666666667,9.125,78.75,19.638224573,17.612574526
"2613",1994-02-25,2613,1994,2,56,"Friday",123,58,9,-6.94444444444444,14.25,84.375,31.273872337,14.436728353
"2614",1994-02-26,2614,1994,2,57,"Saturday",110,48,9,-11.6666666666667,1,64.625,23.085898132,15.257917554
"2615",1994-02-27,2615,1994,2,58,"Sunday",130,58,6,-10.5555555555556,12.125,64.75,26.566334851,17.491035821
"2616",1994-02-28,2616,1994,2,59,"Monday",111,56,9,-3.88888888888889,25.25,85.875,26.168293987,15.135261958
"2617",1994-03-01,2617,1994,3,60,"Tuesday",142,66,11,-3.33333333333333,22.5,88,23.264434534,28.8933139328
"2618",1994-03-02,2618,1994,3,61,"Wednesday",102,46,6,-4.72222222222222,22,78.875,27.769041778,22.3955415374
"2619",1994-03-03,2619,1994,3,62,"Thursday",127,46,15,-0.833333333333333,32,79.875,65.940903908,13.366485733
"2620",1994-03-04,2620,1994,3,63,"Friday",124,48,15,6.11111111111111,30.857142857,68.571428571,34.746771037,16.085490554
"2621",1994-03-05,2621,1994,3,64,"Saturday",128,61,5,4.44444444444444,34.5,65.375,38.2415958576,17.138419776
"2622",1994-03-06,2622,1994,3,65,"Sunday",121,52,12,9.16666666666667,31.875,56.875,23.353170419,15.476332336
"2623",1994-03-07,2623,1994,3,66,"Monday",129,63,10,4.72222222222222,25.5,53.25,30.867656725,17.450693292
"2624",1994-03-08,2624,1994,3,67,"Tuesday",103,29,7,-0.555555555555556,14,50.25,17.026725169,25.2469558578
"2625",1994-03-09,2625,1994,3,68,"Wednesday",130,51,13,-1.66666666666667,19.625,72.125,24.019258138,21.6141126515
"2626",1994-03-10,2626,1994,3,69,"Thursday",107,49,12,-1.38888888888889,27.125,83.125,45.6090867225,16.185420764
"2627",1994-03-11,2627,1994,3,70,"Friday",121,52,12,-1.38888888888889,23.75,69.625,31.827600904,29.1619016857
"2628",1994-03-12,2628,1994,3,71,"Saturday",119,48,5,6.66666666666667,39.375,70.5,38.2858613,19.917595229
"2629",1994-03-13,2629,1994,3,72,"Sunday",119,60,11,4.44444444444444,34.875,89.75,30.837863637,14.324147295
"2630",1994-03-14,2630,1994,3,73,"Monday",107,42,11,5.27777777777778,38.75,69.25,46.218573696,12.012244527
"2631",1994-03-15,2631,1994,3,74,"Tuesday",102,47,5,3.61111111111111,22,56.125,18.7558245,23.5047370944
"2632",1994-03-16,2632,1994,3,75,"Wednesday",111,44,7,-1.66666666666667,14,56.75,16.043060104,27.7173045981
"2633",1994-03-17,2633,1994,3,76,"Thursday",104,47,6,-1.38888888888889,15.375,40.75,26.263297358,17.761067241
"2634",1994-03-18,2634,1994,3,77,"Friday",139,67,16,1.11111111111111,24.125,69.375,33.165863885,16.720701122
"2635",1994-03-19,2635,1994,3,78,"Saturday",106,46,12,3.33333333333333,29.875,58.25,77.660450005,15.912085389
"2636",1994-03-20,2636,1994,3,79,"Sunday",111,47,8,9.72222222222222,39.875,52.75,38.1901360392,26.9131513483
"2637",1994-03-21,2637,1994,3,80,"Monday",116,55,10,8.88888888888889,27.875,51.125,29.82382322,19.912203971
"2638",1994-03-22,2638,1994,3,81,"Tuesday",113,48,10,11.9444444444444,36.5,37.125,34.011068254,24.40658304
"2639",1994-03-23,2639,1994,3,82,"Wednesday",115,39,12,16.1111111111111,45.5,44.5,54.875339706,26.8091142075
"2640",1994-03-24,2640,1994,3,83,"Thursday",125,62,4,9.44444444444444,24.625,53.5,64.347468666,25.9271402943
"2641",1994-03-25,2641,1994,3,84,"Friday",118,49,10,2.5,22,60.375,76.872019353,31.859559625
"2642",1994-03-26,2642,1994,3,85,"Saturday",91,44,10,3.88888888888889,33.75,84.375,65.417177206,19.749835157
"2643",1994-03-27,2643,1994,3,86,"Sunday",99,42,7,6.11111111111111,31.5,62.625,31.786457036,18.24452197
"2644",1994-03-28,2644,1994,3,87,"Monday",138,65,8,3.33333333333333,28.375,67.875,20.972217808,15.916600268
"2645",1994-03-29,2645,1994,3,88,"Tuesday",121,52,10,2.22222222222222,24.25,63.5,20.035811126,19.281155299
"2646",1994-03-30,2646,1994,3,89,"Wednesday",104,49,11,0.833333333333333,21.25,55.375,37.5382399435,14.644730623
"2647",1994-03-31,2647,1994,3,90,"Thursday",116,52,11,4.44444444444444,23.875,39.125,36.031265059,20.148029101
"2648",1994-04-01,2648,1994,4,91,"Friday",116,54,8,10.8333333333333,29.875,42.25,60.019047994,18.016464363
"2649",1994-04-02,2649,1994,4,92,"Saturday",120,54,7,12.7777777777778,30.125,48.125,43.7511580831,25.265635031
"2650",1994-04-03,2650,1994,4,93,"Sunday",111,56,8,5.55555555555556,18,37.125,16.625539334,27.7565032243
"2651",1994-04-04,2651,1994,4,94,"Monday",115,48,6,8.33333333333333,33.125,45,121.175380546,20.62835607
"2652",1994-04-05,2652,1994,4,95,"Tuesday",128,49,10,4.72222222222222,21,63.5,9.206035221,26.4995858909
"2653",1994-04-06,2653,1994,4,96,"Wednesday",119,49,13,-0.555555555555556,21.375,66.125,8.732136432,28.1810919449
"2654",1994-04-07,2654,1994,4,97,"Thursday",109,46,7,2.5,17,40.125,30.735226946,18.874161761
"2655",1994-04-08,2655,1994,4,98,"Friday",135,58,9,8.61111111111111,31.125,36,54.324719406,21.387915605
"2656",1994-04-09,2656,1994,4,99,"Saturday",136,56,11,14.1666666666667,25.75,30.125,27.39274085,24.7871799758
"2657",1994-04-10,2657,1994,4,100,"Sunday",98,40,9,7.77777777777778,27.25,51.25,27.842062348,37.105784579
"2658",1994-04-11,2658,1994,4,101,"Monday",114,50,13,6.38888888888889,36.75,83,16.491477016,26.3942363726
"2659",1994-04-12,2659,1994,4,102,"Tuesday",129,58,12,9.16666666666667,45.125,78.375,16.525487564,15.690410365
"2660",1994-04-13,2660,1994,4,103,"Wednesday",125,51,10,8.05555555555556,42.375,80.75,17.960546732,13.890562611
"2661",1994-04-14,2661,1994,4,104,"Thursday",124,53,10,13.8888888888889,50,56,34.869395711,23.5883559249
"2662",1994-04-15,2662,1994,4,105,"Friday",127,53,11,14.1666666666667,35.375,59.25,31.488398475,29.3438713837
"2663",1994-04-16,2663,1994,4,106,"Saturday",129,66,6,11.3888888888889,28.125,36.25,26.522343497,31.489277801
"2664",1994-04-17,2664,1994,4,107,"Sunday",107,46,12,13.0555555555556,29.25,32,19.066411347,28.2960363338
"2665",1994-04-18,2665,1994,4,108,"Monday",140,62,12,19.7222222222222,46.125,35.375,55.904661665,33.327764797
"2666",1994-04-19,2666,1994,4,109,"Tuesday",117,54,8,14.4444444444444,23.125,25.625,35.965035937,35.545339497
"2667",1994-04-20,2667,1994,4,110,"Wednesday",108,52,10,10.5555555555556,29.625,43.25,38.7149219205,22.7808184141
"2668",1994-04-21,2668,1994,4,111,"Thursday",140,69,11,9.16666666666667,20.75,36,22.48628473,29.64568253
"2669",1994-04-22,2669,1994,4,112,"Friday",100,37,9,7.5,21,32.75,66.370538819,28.3222378435
"2670",1994-04-23,2670,1994,4,113,"Saturday",127,67,10,11.6666666666667,29.875,28.75,77.861501083,29.110790938
"2671",1994-04-24,2671,1994,4,114,"Sunday",128,64,12,20.2777777777778,54.375,47.125,44.2772998172,47.726673247
"2672",1994-04-25,2672,1994,4,115,"Monday",124,67,7,21.6666666666667,55.5,61.625,94.272583203,34.67173956
"2673",1994-04-26,2673,1994,4,116,"Tuesday",118,55,16,23.8888888888889,48.125,37.625,119.713581198,28.065037803
"2674",1994-04-27,2674,1994,4,117,"Wednesday",100,45,10,11.9444444444444,31.125,71.375,19.46660303,22.106000927
"2675",1994-04-28,2675,1994,4,118,"Thursday",100,46,11,5.27777777777778,43.375,95.875,15.356019922,11.412689551
"2676",1994-04-29,2676,1994,4,119,"Friday",109,56,10,8.61111111111111,33.75,57.875,19.653316579,17.483233117
"2677",1994-04-30,2677,1994,4,120,"Saturday",100,47,7,3.61111111111111,33.625,92.75,8.672308386,22.3521874959
"2678",1994-05-01,2678,1994,5,121,"Sunday",92,32,4,7.5,33.875,54.375,21.113640257,27.0529529097
"2679",1994-05-02,2679,1994,5,122,"Monday",133,67,7,10.5555555555556,28.25,42.875,32.307266064,23.7145570773
"2680",1994-05-03,2680,1994,5,123,"Tuesday",117,59,5,9.44444444444444,26,38.125,42.2037628153,29.8228068942
"2681",1994-05-04,2681,1994,5,124,"Wednesday",115,51,5,10.5555555555556,36.5,48.625,70.714246929,20.816836535
"2682",1994-05-05,2682,1994,5,125,"Thursday",123,48,13,14.1666666666667,40,70,55.736056056,22.7005819103
"2683",1994-05-06,2683,1994,5,126,"Friday",90,41,6,7.5,31.875,60.875,10.562095131,29.6093180582
"2684",1994-05-07,2684,1994,5,127,"Saturday",122,53,9,7.77777777777778,38.875,74.625,13.600703853,23.0024284123
"2685",1994-05-08,2685,1994,5,128,"Sunday",134,62,14,11.9444444444444,39,46.25,25.513552899,28.9868530454
"2686",1994-05-09,2686,1994,5,129,"Monday",122,56,8,16.3888888888889,30.5,33.5,34.622813847,26.2552059803
"2687",1994-05-10,2687,1994,5,130,"Tuesday",112,46,11,13.6111111111111,35.375,38.75,58.695951515,19.293590666
"2688",1994-05-11,2688,1994,5,131,"Wednesday",114,51,9,16.9444444444444,42.5,49.375,67.221133747,33.121810611
"2689",1994-05-12,2689,1994,5,132,"Thursday",114,59,6,11.1111111111111,34.875,49.5,23.660098665,26.6676515592
"2690",1994-05-13,2690,1994,5,133,"Friday",117,46,7,15.2777777777778,31,33.25,49.495657894,23.9124409284
"2691",1994-05-14,2691,1994,5,134,"Saturday",126,46,8,15.8333333333333,60.125,90.125,42.8218135528,21.034555245
"2692",1994-05-15,2692,1994,5,135,"Sunday",106,42,9,16.9444444444444,43.25,55,17.806814128,29.9996667249
"2693",1994-05-16,2693,1994,5,136,"Monday",115,57,4,10.2777777777778,36.125,65.625,8.727099498,26.6586948719
"2694",1994-05-17,2694,1994,5,137,"Tuesday",102,46,9,9.16666666666667,29.25,47.5,6.908536366,26.6549359926
